Nr. Pomiaru,Data,Ciężar ładunku [T],Długość wysięgnika [m],Odległość od osi [m],Wysokość podnoszenia [m],"Maksymalne, chwilowe zużycie energii elektrycznej [kW]",Dzienne zużycie energii elektrycznej [kW/8h],Cena energii elektrycznej [kWh],Koszt dzienny [PLN],Prędkość wiatru [m/s],Temperatura [C],Ciśnienie [hPa],Miesiąc
907,2023-02-15,1,67.3,33,56,40.0,80.1,0.4843,38.79243,1.94,2.0,1031.0,2
908,2023-02-15,1,67.3,33,56,40.0,80.1,0.4843,38.79243,1.94,2.0,1031.0,2
909,2023-02-15,1,67.3,33,56,40.0,80.1,0.4843,38.79243,1.94,2.0,1031.0,2
910,2023-02-16,5,72.0,68,21,39.6,79.2,0.4843,38.35656,4.17,3.0,1025.0,2
911,2023-02-16,8,72.0,68,21,39.6,79.2,0.4843,38.35656,4.17,3.0,1025.0,2
912,2023-02-16,15,72.0,68,21,39.6,79.2,0.4843,38.35656,4.17,3.0,1025.0,2
913,2023-02-17,1,72.0,65,29,39.8,79.2,0.4843,38.35656,10.28,5.0,1018.0,2
914,2023-02-17,5,72.0,65,29,39.8,79.2,0.4843,38.35656,10.28,5.0,1018.0,2
915,2023-02-17,5,72.0,65,29,39.8,79.2,0.4843,38.35656,10.28,5.0,1018.0,2
916,2023-02-18,1,72.0,53,46,39.6,79.2,0.4843,38.35656,10.56,8.0,1014.0,2
917,2023-02-18,1,72.0,53,46,39.6,79.2,0.4843,38.35656,10.56,8.0,1014.0,2
918,2023-02-18,1,72.0,53,46,39.6,79.2,0.4843,38.35656,10.56,8.0,1014.0,2
919,2023-02-19,1,72.0,40,57,40.0,80.1,0.4843,38.79243,6.94,4.0,1012.0,2
920,2023-02-19,1,72.0,40,57,40.0,80.1,0.4843,38.79243,6.94,4.0,1012.0,2
921,2023-02-19,1,72.0,40,57,40.0,80.1,0.4843,38.79243,6.94,4.0,1012.0,2
922,2023-02-20,1,72.0,32,62,39.6,79.2,0.4843,38.35656,11.11,5.0,1017.0,2
923,2023-02-20,1,72.0,32,62,39.6,79.2,0.4843,38.35656,11.11,5.0,1017.0,2
924,2023-02-20,1,72.0,32,62,39.6,79.2,0.4843,38.35656,11.11,5.0,1017.0,2
925,2023-02-21,15,13.2,12,3,39.8,79.2,0.4843,38.35656,9.17,8.0,1011.0,2
926,2023-02-21,25,13.2,12,3,39.8,79.2,0.4843,38.35656,9.17,8.0,1011.0,2
927,2023-02-21,40,13.2,12,3,39.8,79.2,0.4843,38.35656,9.17,8.0,1011.0,2
928,2023-02-22,15,13.2,9,7,39.6,79.2,0.4843,38.35656,2.78,3.0,1018.0,2
929,2023-02-22,25,13.2,9,7,39.6,79.2,0.4843,38.35656,2.78,3.0,1018.0,2
930,2023-02-22,40,13.2,9,7,39.6,79.2,0.4843,38.35656,2.78,3.0,1018.0,2
931,2023-02-23,15,13.2,5,10,40.0,80.1,0.4843,38.79243,2.78,3.0,1017.0,2
932,2023-02-23,25,13.2,5,10,40.0,80.1,0.4843,38.79243,2.78,3.0,1017.0,2
933,2023-02-23,40,13.2,5,10,40.0,80.1,0.4843,38.79243,2.78,3.0,1017.0,2
934,2023-02-24,15,17.7,17,4,40.0,80.1,0.4843,38.79243,6.11,6.0,1004.0,2
935,2023-02-24,25,17.7,17,4,40.0,80.1,0.4843,38.79243,6.11,6.0,1004.0,2
936,2023-02-24,40,17.7,17,4,40.0,80.1,0.4843,38.79243,6.11,6.0,1004.0,2
937,2023-02-25,15,17.7,15,8,39.6,79.2,0.4843,38.35656,8.89,4.0,996.0,2
938,2023-02-25,25,17.7,15,8,39.6,79.2,0.4843,38.35656,8.89,4.0,996.0,2
939,2023-02-25,40,17.7,15,8,39.6,79.2,0.4843,38.35656,8.89,4.0,996.0,2
940,2023-02-26,15,22.2,20,4,39.8,79.2,0.4843,38.35656,4.17,0.0,1014.0,2
941,2023-02-26,25,22.2,20,4,39.8,79.2,0.4843,38.35656,4.17,0.0,1014.0,2
942,2023-02-26,40,22.2,20,4,39.8,79.2,0.4843,38.35656,4.17,0.0,1014.0,2
943,2023-02-27,15,22.2,19,10,39.6,79.2,0.4843,38.35656,3.61,1.0,1026.0,2
944,2023-02-27,25,22.2,19,10,39.6,79.2,0.4843,38.35656,3.61,1.0,1026.0,2
945,2023-02-27,40,22.2,19,10,39.6,79.2,0.4843,38.35656,3.61,1.0,1026.0,2
946,2023-02-28,15,26.7,26,4,40.0,80.1,0.4843,38.79243,3.33,0.0,1030.0,2
947,2023-02-28,25,26.7,26,4,40.0,80.1,0.4843,38.79243,3.33,0.0,1030.0,2
948,2023-02-28,40,26.7,26,4,40.0,80.1,0.4843,38.79243,3.33,0.0,1030.0,2
